-0.47689,0.14011,0.75711,-0.010885,-0.7068,-0.5399,-0.070662,0.087494,-0.23528,-0.15748,0.57419,0.62018,-0.2023,-0.47001,0.10796,0.34081,-0.097046,-0.193,-0.023533,-0.10377,0.13697,0.11008,-0.3538,0.23433,0.4867,-0.61142,-0.10311,0.83053,-0.50549,-0.67962,0.7061,0.20782,-0.36433,0.21367,-0.090994,-0.2023,0.33168,-0.059509,-0.17789,0.37093,0.04439,-0.30518,0.040312,0.14492,0.15074,-0.020052,-0.36351,0.18563,0.44449,-0.42873,-0.20189,0.35438,-0.39764,-0.070649,0.7476,-0.32907,-0.62958,0.51127,0.18456,-0.45179,0.12332,0.21438,-0.22722,-0.11008,0.14632,0.11244,-0.082635,-0.14501,0.054236,0.13277,-0.013369,-0.021315,0.008424,-0.083728,0.021486,0.13243,-0.087174,-0.10102,0.094103,0.036462,0.066866,-0.010853,-0.27279,0.19936,0.32389,-0.5663,-0.25296,0.60039,-0.052546,-0.28707,0.31749,-0.030531,-0.13069,0.12345,-0.28886,-0.70116
-2.9847,-1.0939,0.7969,-0.21558,-0.495,1.6932,-2.2447,-0.0078668,2.1707,-0.92142,-0.32409,1.0387,-0.73705,-1.4234,1.6142,0.84602,-1.6818,-0.1689,2.5537,-3.3508,1.6632,1.3726,-2.9366,3.1915,-3.6658,1.6782,4.0653,-6.5862,3.8668,0.24565,-2.9469,3.8766,-3.4016,2.0331,-0.43348,-1.4181,2.4806,-2.4194,2.1158,-1.6928,-0.30405,1.4066,-0.7198,1.0944,-2.3121,1.7306,-1.0025,1.5585,-0.91133,-1.1904,2.5107,-2.8253,3.0949,-2.0912,-1.2943,3.4394,-1.9257,0.027948,0.36211,-0.13743,-0.098443,0.036201,-0.015491,0.23685,0.49706,-1.1892,0.60603,0.4274,-0.93936,-0.6743,1.7727,-1.0485,0.21798,0.69743,-2.0832,3.2028,-1.3758,-2.2788,3.11,-0.96148,-0.24282,-0.28999,0.87317,-0.43044,-0.64889,1.144,-0.6413,0.7971,0.11111,0.9147,-1.4241,-1.3997,-0.74897,0.1934,2.359,4.5246
-0.43203,0.20072,0.83347,-0.13862,-0.7519,-0.052271,0.10171,-0.49689,-0.26462,0.20982,0.30081,0.44311,-0.093235,-0.48897,0.25389,0.32171,-0.18788,-0.1216,-0.19624,0.050527,0.38645,-0.16904,-0.18338,0.26635,-0.1553,-0.1739,0.359,0.068309,-0.3326,-0.086733,0.22214,0.13412,-0.18894,-0.16924,0.21405,0.24151,-0.11214,-0.15308,0.15756,0.15845,-0.086655,-0.044154,0.067704,0.040342,0.058701,0.0079843,-0.08081,-0.018443,0.0098188,-0.084352,-0.031877,0.071119,-0.047185,-0.080291,0.10483,0.016396,-0.13639,0.039178,0.030416,-0.12227,0.022822,0.14562,-0.019647,-0.13344,-0.018419,0.04983,0.032242,-0.027617,-0.12091,0.15351,0.209,-0.43344,-0.18341,0.61256,0.074986,-0.4109,0.06804,0.066071,-0.15331,-0.018604,0.073843,0.19257,0.036131,-0.18186,0.094388,-0.044528,-0.25559,0.18947,0.073037,-0.051974,0.27484,-0.2323,-0.17236,0.3291,-0.34789,-1.0249
-2.7187,-1.2228,0.27314,1.1026,-1.7059,-0.21189,1.3696,0.13698,-0.24542,-0.34763,-0.19417,0.66334,0.0095071,-1.0419,0.22587,0.78443,-0.32736,-0.1153,0.22716,-0.010666,-0.05636,0.023912,0.071821,-0.34907,-0.049699,0.37831,-0.28114,-0.064536,0.30418,-0.1051,0.040982,0.012767,-0.14888,0.14614,0.095704,-0.068169,-0.050875,-0.046544,0.11905,0.18573,-0.20364,-0.043702,0.3333,-0.20336,-0.090665,0.33452,-0.053557,-0.068183,-0.062513,-0.02233,0.18057,-0.1225,-0.019932,-0.020276,-0.13836,0.21417,-0.13597,-0.15521,0.21244,-0.19381,-0.037576,0.20997,-0.12242,-0.073036,0.031304,0.092329,0.080533,-0.14905,-0.089664,0.11162,0.079542,-0.041191,-0.045111,-0.00032532,0.060601,-0.034087,-0.1109,0.14456,-0.015682,-0.15248,0.24938,-0.15296,-0.0054391,0.20713,-0.30985,0.46991,-0.076401,0.26939,0.7699,-2.0741,0.31192,1.5075,-2.1439,0.70909,0.38768,0.066258
4.8635,1.7808,-1.3018,-2.9619,0.20714,0.57347,2.8287,-1.8162,-0.46274,1.3552,-1.7355,0.096181,0.41992,0.60607,-0.5785,0.58607,-0.48279,-0.0062988,0.81707,-1.1374,0.68893,0.037718,-0.68642,1.0658,-0.84031,0.0052437,0.58177,-0.51554,0.30951,-0.32634,0.5396,-0.42084,0.30048,-0.01316,0.23045,-0.023533,-0.065078,0.32829,-0.54033,0.70785,-0.84992,0.46928,-0.38364,-0.062583,0.42082,-0.77123,0.34251,-0.0073889,0.04172,0.017936,-0.32365,0.69172,-0.49114,0.00016211,0.44997,-0.58409,0.17511,0.20947,-0.27804,0.43624,-0.60546,0.37724,0.16045,-0.50873,0.42568,-0.27761,0.21484,-0.020363,-0.20973,0.087784,0.38523,-0.19075,0.030466,-0.091747,0.2326,-0.68794,0.23798,0.20189,-0.3091,0.1304,-0.088588,0.82514,-1.3179,0.9963,-0.21132,-0.12159,0.13245,-0.51919,0.9571,-0.58375,-0.071995,0.14314,-0.49958,1.6288,-0.50155,-2.6319
5.4239,0.35816,-4.7076,3.7728,-2.1662,-1.9063,4.4414,-0.13741,-1.9145,-0.47577,2.3802,-1.9878,-0.36362,0.77008,0.098232,0.19616,0.67528,-2.7718,3.3818,-0.73811,-2.3846,2.8451,-1.4146,-0.21299,0.98871,-0.15189,-0.82942,0.10182,1.0192,-0.67489,0.43901,-1.0234,1.4205,-0.40514,-0.42907,0.52361,-0.27424,0.26778,-0.42808,0.6266,-1.1962,1.5759,-1.434,0.93587,-1.0387,1.0659,-0.83107,0.16601,0.19262,-0.26839,1.1358,-2.2604,2.0762,-1.0737,0.1049,1.6213,-3.9907,5.2555,-3.5584,-0.18576,2.2097,-1.5583,0.77056,-0.61715,0.372,-0.51563,1.0258,-0.91496,0.18661,0.079458,0.4676,-1.0675,1.7799,-1.606,0.36133,1.0463,-2.3668,1.7926,-0.47193,-0.13608,0.84665,-1.7457,1.664,-0.16383,-1.4352,2.1107,-1.4633,0.50561,-0.28,0.5277,0.064306,-1.4905,1.701,-0.51911,-0.15127,0.21657
-0.81133,-0.41141,-0.01149,-0.28233,-0.57345,-0.27974,0.0036766,0.18235,0.42263,0.25502,-0.26054,-0.052672,0.44875,-0.0041409,-0.26354,0.1098,-0.2805,-0.27899,0.53572,0.1285,-0.28637,0.23984,-0.25592,-0.17226,0.96565,-0.24199,-1.2885,0.67026,0.97526,-0.94708,-0.53015,0.79205,0.10206,-0.52193,0.1793,0.38389,-0.25182,-0.21004,0.30451,0.044807,-0.24467,0.22477,0.27699,-0.30367,-0.15294,0.38743,-0.020936,-0.41966,0.29667,0.4512,-0.43022,-0.27414,0.40356,-0.049031,-0.35352,0.13661,0.13989,-0.16119,-0.024237,0.15801,0.045541,-0.22765,-0.20761,0.25882,0.22478,-0.34416,-0.13278,0.346,-0.010333,-0.16396,0.17385,-0.027863,-0.10085,0.14239,-0.23379,-0.22218,0.41987,0.15225,-0.23628,0.098768,0.017517,-0.047009,0.17394,-0.3358,-0.4325,0.43976,0.32312,-0.37768,0.021381,0.35482,-0.26852,-0.31914,0.46918,0.17405,-0.47803,-1.1301
-0.28262,0.084312,0.45124,-0.62577,-0.77947,-0.37964,0.15408,-0.16055,0.22645,0.89302,-0.40923,-0.1061,0.47354,-0.25784,0.13963,-0.46803,-0.12084,0.71353,-0.52982,0.20484,0.3031,-0.70977,0.23334,0.25496,0.26328,-0.53257,-0.70144,1.2005,-0.19679,-0.30797,0.46508,-0.94775,1.106,0.42167,-1.4511,0.82412,0.22237,-0.21063,0.23565,-0.54449,0.45689,0.13203,-0.20583,0.018343,-0.51798,0.4896,-0.016654,-0.55478,0.63785,-0.19243,-0.36699,0.45406,-0.12839,-0.19224,0.17267,0.018184,-0.13196,-0.11157,0.096104,0.29422,-0.16639,-0.30228,0.36395,0.060076,-0.31258,0.34226,0.023111,-0.62714,0.4007,0.3293,-0.65537,0.32561,0.206,-0.50937,0.34584,0.15857,-0.37228,0.069557,0.11051,-0.06885,-0.010797,-0.1463,0.17908,0.35937,-0.35882,-0.0038749,0.32414,-0.60141,-0.18401,0.72203,-0.026859,-0.44492,0.3889,0.10632,-0.3951,-0.89652
4.0531,0.50522,-3.0427,1.0197,-2.2495,0.34719,3.8704,-1.6928,0.014778,-0.78036,0.44975,0.54268,-1.644,1.4514,-0.22711,-0.39989,0.28071,-0.053402,0.56575,-0.8356,0.12036,0.98293,-1.7056,1.3109,0.16484,-1.4801,1.6013,-1.0754,1.2538,-1.9327,2.3464,-1.7917,1.0265,0.36699,-1.2918,1.453,-1.0086,0.66998,-0.407,-0.10198,-0.11737,0.79162,-1.2659,0.93005,-0.87509,1.0206,-1.1433,0.48269,0.57671,-1.0363,0.78523,-0.5742,0.52194,-0.40497,0.74846,-1.1375,0.98036,-0.34695,-0.28202,0.15293,0.46507,-0.84439,0.61326,0.22384,-1.1227,1.3242,-0.76946,-0.13133,0.60205,-0.022438,-0.91737,1.4114,-0.61123,-0.37029,0.503,-0.42573,-0.23917,0.53198,0.22937,-1.4425,1.5259,0.0042067,-1.6323,2.3396,-1.6619,0.28668,0.60675,-0.80554,0.82377,-0.54175,-0.030835,0.27482,-0.16078,0.38566,-0.21462,-0.81489
-4.0118,-1.5112,0.98943,-2.5246,2.4604,1.4263,-2.7155,1.8823,-0.83962,-1.711,1.4963,0.30518,-0.53936,0.57574,-0.030429,-0.1816,-0.13651,0.42949,-0.28441,-0.051143,0.15395,0.026846,0.23692,-0.56028,0.11928,0.41268,-0.65699,0.21427,0.83909,-1.0782,0.95221,-0.53504,0.46126,0.14398,-0.55666,0.5029,0.054607,-0.30789,-0.33871,0.79036,-0.89784,0.30433,-0.047728,-0.034154,-0.040522,-0.19544,0.4874,-0.24035,-0.21297,0.22237,0.097186,-0.029166,-0.27472,0.26586,-0.13044,-0.22182,0.40051,-0.041988,-0.26301,0.20742,-0.055254,-0.15061,0.32569,-0.26533,0.058277,0.16536,-0.31331,0.24158,-0.13031,0.31151,-0.4673,0.22573,0.45188,-0.61474,0.24911,0.39827,-0.58683,-0.24277,0.22772,0.091514,-0.040395,0.018613,0.10643,-0.037568,0.063018,-0.36299,0.59784,-0.36877,0.11967,-0.094499,-0.010646,0.19928,-0.56182,0.8627,-0.17823,-1.2192
