8.0301e-05,7e-05,5.9699e-05,0.0001712,0.00021548,0.00022686,0.00037707,0.00024486,0.00038349,0.00026119,0.00043175,0.00035179,0.00050108,0.0005239,0.00052332,0.00050283,0.00064536,0.00063572,0.00047177,0.00035719,-4.0528e-05,-0.00031508,-0.00055916,-0.00032828,-0.00022771,0.00039912,0.00079124,0.0012959,0.001225,0.0010039,0.00051939,3.8541e-05,-0.00013355,0.00049568,0.0010308,0.0024009,0.0016654,0.0010773,2.5267e-05,-0.0011184,-0.0022117,-0.0028148,-0.0024891,-0.0010889,0.00090467,0.0031102,0.0060345,0.0065918,0.0073782,0.0073953,0.0063607,0.0039419,7.1547e-05,-0.0043481,-0.007879,-0.0090757,-0.0083181,-0.0060717,-0.003935,-0.0025483,-0.0017118,-0.0016446,-0.0016698,-0.0018162,-0.0019855,-0.0020018,-0.0018272,-0.0016695,-0.0015749,-0.0013908,-0.0012618,-0.001122,-0.0012101,-0.00099772,-0.0010391,-0.00060603,-0.00073682,-0.00022671,-0.00021636,-0.00034787,-0.00043217,-0.00062346,-0.00073398,-0.0010006,-0.0011436,-0.00090505,-0.0004562,0.00014985,0.00057679,0.00060297,0.00043133,0.00031172,6.1785e-05,0.00028114,0.00025367,8.4196e-05,9.5476e-06,-0.00024239,-6.9389e-18,0.00024239
-0.00024029,-5e-05,0.00014029,8.883e-05,0.00016439,0.00021362,0.00042115,8.1796e-05,0.00051167,0.00033152,0.00026224,0.00047952,0.0005197,0.0005617,0.0007135,0.00060428,0.00070936,0.00075828,0.0008175,0.0005917,0.00023569,-0.00027447,-0.00057783,-0.00065421,-0.00016532,0.0002955,0.0014433,0.0019112,0.002192,0.0017409,0.00080446,-0.00015871,-0.00064961,-0.00024287,0.00078107,0.0020986,0.00096453,-7.6731e-05,-0.0019176,-0.0040128,-0.005851,-0.006843,-0.006317,-0.0043092,-0.00074629,0.0023744,0.0067889,0.0071901,0.0079506,0.0075673,0.0066002,0.004432,0.0012316,-0.0023386,-0.0052571,-0.006693,-0.0063709,-0.0048435,-0.0032351,-0.0021959,-0.0012412,-0.0012394,-0.0011811,-0.0013563,-0.0014938,-0.0014885,-0.0013723,-0.0010622,-0.00085885,-0.00078239,-0.00081159,-0.00065124,-0.00054345,-0.00053498,-0.00049665,-0.00041843,-0.00022964,0.00031698,0.00034172,0.00017612,-8.6216e-05,-0.00031126,-0.00070875,-0.0010538,-0.0013762,-0.0012413,-0.00055847,0.00023519,0.00081771,0.00087398,0.00060636,0.00018059,-8.73e-06,-0.00020567,-0.00036858,-0.00060002,-0.00095133,-0.0011147,-0.00077,-0.00042533
-0.0001641,-3e-05,0.0001041,9.3602e-05,6.1492e-05,0.00014043,0.00015679,0.00025239,3.3629e-05,0.00033309,0.00013402,0.00015084,0.00016263,0.00021864,0.0002228,0.00021015,0.00025658,0.00032352,0.00018932,0.00023919,0.00011392,8.5146e-05,2.5498e-05,-0.00018714,6.3063e-05,-6.5112e-05,7.7384e-05,0.00011557,6.0319e-05,6.315e-05,0.00010708,4.8528e-05,0.00023881,0.00061625,0.00065621,0.0016189,0.0012081,0.0012887,0.0010171,0.00082296,0.00049109,0.00033268,0.00033819,0.00059457,0.0010035,0.0015713,0.0029713,0.0034634,0.0042351,0.0044962,0.00406,0.0023039,-0.00049556,-0.0039217,-0.0066778,-0.008007,-0.007374,-0.0056969,-0.0039185,-0.0026292,-0.0015846,-0.0015324,-0.001526,-0.0017237,-0.0017191,-0.0017199,-0.0016012,-0.0014151,-0.0012583,-0.0011718,-0.0010146,-0.00082978,-0.00076627,-0.00072513,-0.00035322,-0.000562,-0.00015878,-0.00012289,-0.00012966,-7.8486e-05,-0.0002164,-0.00019591,-0.00025997,-0.00032421,-0.00024319,-0.00014304,3.5351e-05,0.00024164,0.00043811,0.00034594,0.00039815,0.00040148,0.00045594,0.00047475,0.00046504,0.00060508,0.00059465,0.00055634,0.00042,0.00028366
-0.00030546,-4e-05,0.00022546,-2.1835e-05,4.1881e-05,9.4312e-05,0.00012087,0.00026221,0.0001503,0.00027657,6.3395e-05,0.00024984,0.00019723,0.00022123,0.00023783,0.00020744,0.00025241,0.00022292,0.00035591,0.00033343,0.00017036,0.00012514,-1.092e-05,-2.1462e-05,-8.3233e-05,-5.6057e-06,-0.00013434,6.2982e-05,-0.00011758,0.00010736,-1.1845e-05,6.0021e-05,0.00013176,0.00025294,0.00071649,0.00090109,0.0015591,0.0016224,0.0014913,0.0013523,0.0010795,0.00092978,0.00084141,0.00074458,0.00098025,0.0014544,0.0019622,0.002877,0.0042899,0.0045036,0.0051159,0.0043128,0.0022928,-0.0010642,-0.0048761,-0.0078116,-0.0088177,-0.0078575,-0.0058921,-0.003914,-0.0026321,-0.0019378,-0.0016766,-0.0017358,-0.0018801,-0.0020238,-0.0020246,-0.0018178,-0.0016841,-0.0015257,-0.0014529,-0.0013027,-0.0011365,-0.0010514,-0.00089809,-0.0007563,-0.00069671,-0.00041686,-0.00039586,-0.00027971,-0.00040529,-0.00031911,-0.00041826,-0.00040784,-0.00047037,-0.00035066,-0.00022697,-1.4686e-06,0.00029284,0.0002701,0.00036674,0.00036294,0.00040151,0.00049103,0.00063436,0.00069151,0.0007396,0.0006701,0.0006,0.0005299
-2.9473e-05,2e-05,6.9473e-05,2.1086e-06,0.00022209,0.00030952,0.00033983,0.00025117,0.00039548,0.00044691,0.00051687,0.00048561,0.0004207,0.00059158,0.00069296,0.00065657,0.00076075,0.00080042,0.00077757,0.00064932,0.00034516,-4.9965e-05,-0.0004453,-0.00068883,-0.00057939,-0.0001136,0.0004938,0.0013184,0.0016126,0.0016511,0.0013231,0.00061641,5.1214e-05,-4.1269e-05,0.00041386,0.0012058,0.0019628,0.0020428,0.00078594,-0.00044656,-0.0018197,-0.0030146,-0.0035219,-0.0028776,-0.0011675,0.0011876,0.003617,0.0059443,0.0083057,0.008233,0.0084423,0.0073179,0.0044659,0.00019827,-0.004959,-0.0091622,-0.010712,-0.0099693,-0.0070707,-0.0048279,-0.0033178,-0.0021209,-0.0017584,-0.0020654,-0.0021001,-0.0023141,-0.0023235,-0.0020719,-0.001809,-0.0016123,-0.0014019,-0.00124,-0.0011379,-0.0011082,-0.00084908,-0.00083544,-0.00060915,-0.00044796,6.0995e-05,-0.00015602,-0.00015692,-0.0002363,-0.00057789,-0.00069213,-0.00091358,-0.00099355,-0.00081221,-0.0003176,0.00040262,0.00080712,0.0007489,0.00057727,0.00042203,0.0002546,0.00029958,0.00022708,-7.887e-06,-1.5528e-05,-0.00017,-0.00032447
-2.7917e-05,-1e-05,7.9166e-06,9.8333e-05,7.8749e-05,0.00018667,0.00031457,0.00029503,0.0003053,0.00034378,0.0002996,0.00049784,0.00040905,0.00056597,0.00068707,0.00064576,0.00068989,0.00073466,0.00081146,0.00099951,0.00053049,0.00023852,-0.00028459,-0.00066017,-0.00055473,-0.00024093,0.00043843,0.0016072,0.0020727,0.0024018,0.0017599,0.00075844,-0.00023368,-0.00072373,-0.0001714,0.00098935,0.001614,0.0013146,-0.0005725,-0.0025046,-0.004649,-0.0065593,-0.007274,-0.0064049,-0.0041264,-0.00042964,0.0029049,0.0062699,0.0084953,0.0081088,0.0079694,0.0067536,0.0043161,0.00088184,-0.0028035,-0.0057478,-0.0069652,-0.0066513,-0.0050098,-0.0034897,-0.0023314,-0.0014646,-0.0011701,-0.0014151,-0.0013297,-0.0015463,-0.0016053,-0.0013326,-0.0011042,-0.00085043,-0.00071405,-0.00073337,-0.00055245,-0.00047681,-0.00054032,-0.00042193,-0.00023198,2.985e-05,0.00041258,0.00047982,6.8134e-05,-3.2358e-05,-0.0002387,-0.00069283,-0.00119,-0.0012672,-0.0012411,-0.0003683,0.00043433,0.00091099,0.00090169,0.00064223,0.0001294,-0.00013983,-0.00029009,-0.0003798,-0.00065072,-0.0010373,-0.00108,-0.0011227
-0.00011799,3e-05,0.00017799,0.00015805,0.00020981,0.00032271,0.00041935,0.00015989,0.00056109,0.00017576,0.00059587,0.00050077,0.00064106,0.00071497,0.00063904,0.00074887,0.00050547,0.0011293,0.00067748,0.00030081,-0.00038072,-0.00063792,-0.00054758,-0.00023175,0.0005746,0.0010534,0.002232,0.0023788,0.0017529,0.00074973,-0.0001918,-0.00052253,-0.00017808,0.00063484,0.0014787,0.0011902,3.0572e-07,-0.0023315,-0.0044745,-0.0062307,-0.0070826,-0.0063588,-0.0039621,-0.00065261,0.0026126,0.0055622,0.0069385,0.0089836,0.007767,0.0067486,0.0047188,0.0011964,-0.0024242,-0.0054196,-0.0068573,-0.0065112,-0.0051378,-0.0036574,-0.0021925,-0.0016124,-0.0015578,-0.0011563,-0.0013169,-0.001496,-0.0014591,-0.0013678,-0.0011099,-0.00091271,-0.00081929,-0.00061012,-0.00052024,-0.00036893,-0.00046405,-0.00047489,-0.00033641,-3.9473e-05,0.0004343,0.00040227,0.00029662,9.1238e-05,-0.00036157,-0.00056494,-0.0010387,-0.0011604,-0.0011598,-0.00056039,0.00022137,0.0007549,0.00095904,0.00068894,0.0003052,-4.9756e-05,-0.00028618,-0.00036552,-0.00059173,-0.00086757,-0.001098,-0.0008005,-0.00038,4.0505e-05
0.00038857,0.0001,-0.00018857,0.00023427,9.1479e-05,0.00017981,0.00020927,0.00030311,7.8292e-05,0.00040372,0.00028681,0.00018902,0.00027711,0.00032254,0.00029273,0.00036653,0.00034116,0.00054885,0.00028346,0.00029733,0.00014724,-4.6291e-05,-0.00014208,-0.00016539,-9.6346e-05,7.0778e-05,0.00017324,0.00037628,0.00030165,0.00033714,0.00026981,0.00014361,0.00029574,0.00041343,0.0012305,0.0016845,0.0017516,0.0016892,0.0014517,0.001084,0.00063225,0.00034698,7.9838e-05,0.00041367,0.0013255,0.0022044,0.0032968,0.0042284,0.0051696,0.0057534,0.0057169,0.0045589,0.0019675,-0.0019891,-0.0058913,-0.011166,-0.0090251,-0.0076337,-0.0053201,-0.0035461,-0.0025157,-0.001871,-0.0017001,-0.0018286,-0.0019056,-0.0021289,-0.0020589,-0.0019357,-0.0018984,-0.0014508,-0.0012983,-0.001336,-0.0011578,-0.0010527,-0.00093131,-0.00068204,-0.00060053,-0.00045583,-0.00027616,-0.00035952,-0.00032576,-0.00031744,-0.00050449,-0.00042462,-0.00061703,-0.00052725,-0.00039398,-5.6845e-05,0.00026136,0.00045142,0.00051295,0.00031676,0.00032,0.00044324,0.00054703,0.00060865,0.00055836,0.00057791,0.00049,0.00040209
-0.00029672,-0.0001,9.6721e-05,-4.6883e-05,0.00021081,0.00010364,9.4632e-05,0.00029783,0.00021403,0.00028603,0.00020183,0.00016663,0.00033164,0.00036679,0.00036119,0.00040847,0.00046495,0.00043172,0.00050817,0.00041558,0.00010949,-0.00019356,-0.00029526,-0.0004254,-0.00034314,5.7966e-05,0.00047128,0.00081693,0.00082101,0.00063904,0.00040285,8.9572e-05,-0.00010114,7.4969e-05,0.00094126,0.0015,0.0016388,0.0012449,0.00058171,-0.0002117,-0.00099491,-0.0017487,-0.0018504,-0.0012898,0.00046943,0.0024721,0.0040424,0.0052385,0.0063238,0.0069065,0.0067901,0.0055329,0.0028781,-0.0016853,-0.0055568,-0.011248,-0.0093929,-0.007761,-0.0055833,-0.0038057,-0.0026537,-0.0019595,-0.0018085,-0.0018466,-0.002085,-0.0021735,-0.0021812,-0.0021218,-0.0020516,-0.0014919,-0.0012807,-0.0013053,-0.0011182,-0.001182,-0.00093388,-0.00084248,-0.00067618,-0.00035279,-0.00013266,-0.00031656,-0.0002811,-0.00047904,-0.00056274,-0.00063002,-0.0008772,-0.00084117,-0.0007381,-0.00016642,8.3772e-05,0.00067133,0.0004709,0.00026505,0.0003289,9.9359e-05,0.00035366,0.00022598,0.0001824,0.0001244,4e-05,-4.4399e-05
-2.5338e-06,-2e-05,-3.7466e-05,4.9865e-05,7.8007e-05,0.00023811,0.00028956,4.3649e-05,0.00031584,0.00013297,0.00029226,0.00037797,0.00029585,0.00035862,0.00042967,0.00038269,0.00049958,0.00037899,0.00074447,0.00030315,-9.7059e-05,-0.00039491,-0.00048329,-0.00031193,-8.9947e-06,0.00016791,0.00053736,0.00080264,0.0012921,0.00050898,9.1969e-05,-0.00021686,5.5471e-05,0.00077498,0.0014046,0.0017065,0.0016093,0.00085638,-5.4779e-05,-0.0011773,-0.0021362,-0.001798,-0.0012918,0.00048511,0.0022313,0.0041496,0.0057702,0.0069096,0.0076316,0.0074442,0.0058516,0.0029294,-0.002449,-0.0081932,-0.010498,-0.010114,-0.0078454,-0.0054841,-0.0033381,-0.0027036,-0.0022275,-0.0019463,-0.0021072,-0.0022849,-0.0024333,-0.002262,-0.0020186,-0.0019037,-0.0014668,-0.0018891,-0.0011766,-0.0016844,-0.0007258,-0.00093241,-0.0010646,-0.00056928,-0.00049831,-0.00013746,-0.00021183,-0.00063522,-0.0006073,-0.00071559,-0.00097032,-0.00098311,-0.00085725,-0.00044791,0.00012887,0.00041241,0.00062147,0.0002217,0.00035174,0.00017133,0.00028292,0.00013697,0.00018918,6.629e-05,8.5656e-05,0.00019109,0.00011,2.8914e-05
