2.6178,2.6181,2.6186,2.6191,2.6198,2.6207,2.6219,2.6233,2.6251,2.6272,2.6296,2.6324,2.6357,2.6393,2.6435,2.6482,2.6535,2.6594,2.6658,2.6728,2.6801,2.6873,2.6943,2.7007,2.7068,2.7128,2.7191,2.7263,2.7346,2.7442,2.7547,2.7657,2.7768,2.7879,2.7995,2.8123,2.8271,2.8436,2.8611,2.8786,2.895,2.9092,2.9209,2.9301,2.9385,2.9477,2.9602,2.9783,3.0031,3.0351,3.0743,3.1196,3.1687,3.2177,3.2625,3.2999,3.3285,3.349,3.3634,3.3738,3.3815,3.3874,3.3916,3.3942,3.3949,3.3937,3.3904,3.3854,3.3787,3.3704,3.3607,3.3498,3.3377,3.3244,3.3101,3.2949,3.2789,3.2623,3.2454,3.2283,3.2108,3.1929,3.1743,3.155,3.1347,3.1134,3.0912,3.0685,3.046,3.0239,3.0025,2.9815,2.9607,2.9401,2.9198,2.8997,2.8796,2.8596,2.8394,2.8192
2.8345,2.8387,2.8428,2.847,2.8514,2.8559,2.8606,2.8657,2.8709,2.8766,2.8826,2.889,2.8958,2.9031,2.911,2.9195,2.9287,2.9386,2.9493,2.9607,2.9727,2.9849,2.9969,3.0083,3.0192,3.0299,3.041,3.0535,3.0678,3.0842,3.1022,3.1211,3.1398,3.1581,3.1762,3.1952,3.2158,3.2375,3.2589,3.2784,3.2938,3.3036,3.3068,3.3039,3.297,3.2893,3.2841,3.2851,3.2933,3.3092,3.3327,3.3625,3.3966,3.4319,3.4649,3.4929,3.5146,3.53,3.5407,3.548,3.5531,3.5568,3.5592,3.5604,3.5603,3.5588,3.5557,3.5513,3.5459,3.5395,3.5324,3.5244,3.5158,3.5067,3.497,3.4868,3.4763,3.4655,3.455,3.4448,3.4348,3.4247,3.4142,3.403,3.3908,3.3773,3.3626,3.3474,3.3325,3.3182,3.3047,3.2919,3.2792,3.2666,3.2537,3.2405,3.2266,3.2118,3.196,3.1794
2.5828,2.5846,2.5863,2.5881,2.59,2.5919,2.594,2.5963,2.5987,2.6013,2.6041,2.6071,2.6103,2.6136,2.6171,2.6209,2.6249,2.6291,2.6336,2.6383,2.6433,2.6484,2.6535,2.6587,2.6637,2.6688,2.6738,2.6789,2.6841,2.6894,2.6947,2.7001,2.7056,2.7114,2.7178,2.7249,2.7334,2.7433,2.7543,2.7664,2.7793,2.7927,2.8065,2.8206,2.8354,2.8512,2.8687,2.8891,2.9129,2.9409,2.9733,3.0095,3.0478,3.0855,3.1195,3.147,3.1668,3.1794,3.1863,3.1892,3.1895,3.188,3.185,3.1804,3.1741,3.1661,3.1564,3.1451,3.1324,3.1184,3.1033,3.0871,3.0701,3.0524,3.0339,3.015,2.9957,2.9761,2.9564,2.9366,2.9167,2.8965,2.8762,2.8556,2.8347,2.8136,2.7923,2.7711,2.7502,2.7296,2.7093,2.6895,2.6701,2.6511,2.6326,2.6146,2.5972,2.5803,2.564,2.5482
2.8229,2.8246,2.8263,2.8281,2.83,2.8319,2.8339,2.8361,2.8384,2.841,2.8437,2.8466,2.8497,2.8531,2.8566,2.8604,2.8644,2.8686,2.8731,2.8779,2.883,2.8883,2.8937,2.8992,2.9046,2.9099,2.9152,2.9204,2.9257,2.9308,2.936,2.9413,2.9466,2.952,2.9578,2.9642,2.9716,2.9804,2.9909,3.0028,3.0161,3.0305,3.0458,3.0619,3.0789,3.0969,3.1163,3.1378,3.1622,3.1907,3.2238,3.2617,3.3038,3.3479,3.3909,3.4292,3.46,3.4823,3.4969,3.5056,3.5103,3.5122,3.5122,3.5104,3.5068,3.5014,3.494,3.4846,3.4733,3.4604,3.4459,3.4301,3.4129,3.3945,3.3751,3.3548,3.3338,3.312,3.2899,3.2673,3.2444,3.2212,3.1976,3.1736,3.1492,3.1243,3.0991,3.0737,3.0482,3.0231,2.9982,2.9737,2.9495,2.9258,2.9025,2.8799,2.8579,2.8367,2.8162,2.7962
2.7881,2.7899,2.7917,2.7935,2.7954,2.7975,2.7998,2.8025,2.8055,2.8089,2.8127,2.817,2.8218,2.8271,2.8329,2.8394,2.8466,2.8546,2.8633,2.8728,2.8829,2.8933,2.9037,2.9137,2.923,2.9319,2.9406,2.9499,2.9604,2.9724,2.9861,3.001,3.0165,3.0322,3.0479,3.0641,3.0815,3.1008,3.1218,3.1437,3.1651,3.1847,3.2014,3.2148,3.2254,3.2351,3.2459,3.2603,3.2806,3.3089,3.3454,3.3902,3.442,3.498,3.5541,3.6053,3.6479,3.6801,3.7027,3.7182,3.7286,3.7357,3.7406,3.7436,3.7445,3.7434,3.7399,3.7342,3.7264,3.7168,3.7055,3.6929,3.679,3.664,3.6479,3.6309,3.613,3.5946,3.5758,3.557,3.538,3.5188,3.4994,3.4794,3.4587,3.4371,3.4146,3.3913,3.3677,3.3445,3.322,3.3003,3.2791,3.2583,3.2378,3.2176,3.1977,3.1777,3.1577,3.1375
3.0099,3.0154,3.0209,3.0263,3.0319,3.0376,3.0434,3.0495,3.056,3.0627,3.0698,3.0772,3.0851,3.0934,3.1023,3.1119,3.1221,3.1329,3.1446,3.157,3.1704,3.1843,3.1984,3.2123,3.2255,3.2383,3.2508,3.2639,3.2785,3.2951,3.314,3.3346,3.3559,3.3771,3.3977,3.4183,3.4397,3.4627,3.4866,3.51,3.5309,3.5471,3.557,3.5599,3.5566,3.5494,3.5417,3.5369,3.5382,3.5476,3.5651,3.5904,3.6223,3.6583,3.6951,3.7293,3.758,3.78,3.7956,3.8061,3.8131,3.8177,3.8208,3.8226,3.823,3.8221,3.8196,3.8156,3.8102,3.8037,3.7964,3.7883,3.7796,3.7702,3.7604,3.75,3.7393,3.7283,3.7174,3.7068,3.6966,3.6866,3.6765,3.6661,3.655,3.6428,3.6294,3.6148,3.5999,3.5854,3.5716,3.5588,3.5465,3.5344,3.5222,3.5097,3.4968,3.4832,3.4687,3.4531
2.9889,2.9943,2.9998,3.0054,3.0112,3.0172,3.0235,3.0301,3.0371,3.0444,3.0521,3.0603,3.069,3.0784,3.0885,3.0992,3.1106,3.1227,3.1357,3.1494,3.1633,3.177,3.19,3.2026,3.215,3.2279,3.242,3.2581,3.2765,3.2966,3.3175,3.3382,3.3586,3.3788,3.3997,3.4219,3.4451,3.4681,3.4889,3.5052,3.5154,3.5189,3.5162,3.5097,3.5026,3.498,3.4987,3.5065,3.5227,3.5468,3.5774,3.6124,3.6487,3.6826,3.7114,3.7336,3.7495,3.7602,3.7673,3.7721,3.7751,3.7767,3.777,3.7759,3.7735,3.7695,3.7643,3.7579,3.7506,3.7424,3.7337,3.7244,3.7147,3.7046,3.6941,3.6832,3.6723,3.6618,3.6516,3.6417,3.6319,3.6218,3.611,3.5993,3.5864,3.5725,3.558,3.5438,3.5302,3.5175,3.5054,3.4937,3.482,3.47,3.4576,3.4446,3.4307,3.4158,3.4002,3.3841
2.5258,2.5267,2.5276,2.5284,2.5294,2.5306,2.5319,2.5334,2.5352,2.5371,2.5394,2.5419,2.5447,2.5478,2.5511,2.5548,2.5588,2.5632,2.5681,2.5733,2.5787,2.5844,2.5899,2.5954,2.6007,2.6059,2.6112,2.6167,2.6225,2.6286,2.635,2.6417,2.6486,2.6558,2.6635,2.6724,2.6829,2.6951,2.709,2.7243,2.7407,2.7578,2.7752,2.7927,2.8108,2.8302,2.8519,2.8768,2.906,2.9402,2.9801,3.0256,3.0753,3.1268,3.1763,3.2197,3.2532,3.2775,3.2944,3.3058,3.3136,3.3188,3.322,3.3235,3.3231,3.3209,3.3165,3.3101,3.3018,3.2916,3.2799,3.2669,3.2526,3.2371,3.2206,3.2031,3.185,3.1662,3.147,3.1275,3.1077,3.0875,3.067,3.046,3.0245,3.0025,2.9799,2.957,2.9341,2.9113,2.889,2.8672,2.8457,2.8246,2.8039,2.7837,2.7641,2.7452,2.7267,2.7088
3.2734,3.28,3.2865,3.293,3.2996,3.3063,3.3131,3.3201,3.3273,3.3347,3.3424,3.3504,3.3585,3.3669,3.3757,3.3849,3.3944,3.4044,3.4149,3.4259,3.4372,3.4486,3.4599,3.4709,3.4815,3.4918,3.5021,3.513,3.5245,3.5369,3.5499,3.5633,3.5768,3.5903,3.6039,3.6185,3.6344,3.6519,3.6707,3.6899,3.709,3.7271,3.7435,3.7582,3.7718,3.786,3.8025,3.823,3.8487,3.8807,3.9194,3.9648,4.0154,4.0686,4.1203,4.166,4.2018,4.2282,4.2469,4.2599,4.2691,4.2755,4.2798,4.2823,4.2829,4.2815,4.2779,4.2722,4.2643,4.2544,4.243,4.2303,4.2163,4.2012,4.1849,4.1677,4.1496,4.1309,4.1118,4.0925,4.0729,4.053,4.0327,4.0118,3.9902,3.9678,3.9446,3.9207,3.8966,3.8726,3.8492,3.8262,3.8035,3.7812,3.759,3.7371,3.7154,3.694,3.6726,3.6513
3.3981,3.4054,3.4127,3.42,3.4274,3.4348,3.4425,3.4503,3.4584,3.4667,3.4751,3.4838,3.4929,3.5023,3.5121,3.5223,3.5329,3.5439,3.5554,3.5676,3.58,3.5924,3.6043,3.6159,3.6271,3.6384,3.6498,3.6618,3.6745,3.6884,3.7029,3.7174,3.7318,3.7464,3.7617,3.7784,3.7967,3.8165,3.8371,3.8577,3.8771,3.8946,3.9103,3.9249,3.94,3.9574,3.9789,4.006,4.04,4.0815,4.1302,4.1845,4.2414,4.2957,4.3424,4.3791,4.4059,4.4249,4.4385,4.4484,4.4556,4.4605,4.4634,4.4642,4.4627,4.4589,4.4528,4.4446,4.4346,4.423,4.4097,4.395,4.3789,4.3618,4.3438,4.3249,4.3053,4.2853,4.2651,4.2446,4.2235,4.2019,4.1794,4.1561,4.1317,4.1066,4.0811,4.0556,4.0305,4.006,3.9817,3.9578,3.9341,3.9106,3.8873,3.8641,3.8411,3.8181,3.7953,3.7726
