4.7987,0.12,-4.5587,5.4308,-2.2306,-3.6605,6.5227,-2.9902,-1.3657,1.6611,1.3754,-0.96451,-1.7113,-2.7082,8.9681,-7.7361,1.9244,1.8385,-4.3345,5.1854,-0.82531,-2.7962,1.5702,-4.0546,6.5602,-2.158,-2.4761,5.4263,-5.7893,2.5989,1.3518,-6.4821,7.8545,-1.536,-1.3686,-2.9797,1.9172,1.8807,-2.342,-0.060804,2.3992,-1.7239,6.0085,-11.276,12.474,-8.4536,0.79606,2.2754,-0.29163,-1.6309,0.25706,1.5806,-1.5816,-1.1103,3.6767,-1.7406,1.7798,-7.2505,6.2463,3.7932,-8.8132,9.8657,-7.3095,1.9424,-0.92225,-2.1534,4.19,-0.84253,-4.3779,6.6661,-3.3624,-1.4845,5.5504,-7.1992,5.8223,-4.27,2.7918,-2.0433,2.1415,-1.8548,-0.4762,4.2816,-4.2063,4.5515,-3.7757,-0.10453,1.3619,0.40503,-5.016,8.037,-5.9819,3.0628,-3.5991,2.8795,-0.47902,0.94456,-2.4652,1.8784,-0.95619,1.0584,1.5225,-3.5605,2.8675,-1.8195,-0.82765,0.36006,2.5794,-2.4576,-0.044854,0.28505,2.5167,0.10633,-13.382,22.258,-12.408,-1.2926,5.1225,-3.4835,3.0634,-3.8323,4.4118,-5.0008,3.6695,-0.16733,-4.9142,5.8262,0.2995,-5.8722,5.4833,-1.4149,-7.3957,13.358,-5.4157,-4.3432,5.8146,-6.0212,5.85,-1.395,0.67791,-2.3426,-0.63734,1.64,2.0033,-7.2711,10.353,-10.796,10.96,-6.6511,-1.264,4.1231
-4.7211,-2.564,-0.40692,3.9457,-4.4618,2.8736,-7.3266,10.917,-7.2049,5.8666,-6.4637,5.1141,-5.0526,5.0464,-4.021,2.5837,-1.1536,-0.77117,2.0423,-2.874,0.88565,1.8574,2.1068,-4.2667,1.0639,-2.4611,4.4364,-4.4783,5.089,-1.8618,-4.0259,5.9412,-0.26912,-3.0528,-0.31785,0.78417,2.8692,-8.1509,10.96,-6.8482,0.2325,2.9722,-6.1813,8.3848,-3.73,0.16331,-0.94922,0.74156,-0.92501,2.3585,-3.9669,5.3431,-4.0854,2.2204,-1.7844,-0.73483,3.0437,-0.47201,-1.3417,3.0247,-2.6272,-3.0158,3.8184,-4.686,2.6674,4.9903,-3.9566,0.83428,-1.7925,1.2056,-0.84605,3.6726,-3.1642,-0.23768,-1.3151,3.6379,-3.3606,3.8344,-2.2571,0.82605,-1.4011,0.84825,-0.37792,0.63943,-1.4478,1.0958,-0.073319,-1.0125,-1.5947,1.9672,0.90196,-6.403,9.7761,-2.3774,-7.1183,12.347,-10.361,7.9651,-4.6695,-3.5072,7.7664,-4.0925,-0.66052,3.2186,-4.2937,2.6523,-5.1995,10.31,-7.8935,1.0562,0.61458,1.0755,-3.0624,6.0441,-8.58,7.5279,-2.0616,-1.7415,2.3796,-1.2788,-1.4226,4.395,-5.4953,2.0823,4.072,-6.4363,1.0454,4.1268,-1.2807,-0.79815,-0.24273,-1.1829,-0.53354,3.2271,-2.6489,1.9685,-0.92894,1.1833,-0.22233,-1.782,1.2663,-0.27708,-1.4479,1.7008,-2.7514,1.6188,3.7163,-2.5221,-3.6,-4.6779
-6.774,-0.766,5.242,-4.3921,-0.63377,2.9552,-4.8148,7.0762,-4.9319,1.2874,-1.0699,1.33,-1.682,2.2362,-0.24884,1.6631,-8.5277,12.006,-12.436,9.9148,-1.7414,-9.459,18.674,-21.327,19.71,-10.952,-0.79031,1.9991,0.85186,2.6935,-4.3717,-0.17675,1.6227,-5.132,9.3473,-10.231,12.486,-6.0457,-6.5969,11.223,-8.2179,7.7342,-10.923,10.434,-7.1914,4.3154,1.0058,-11.201,13.095,-0.73162,-4.3061,0.33997,2.7302,-5.0388,6.427,-3.5394,-0.93358,1.5197,-1.5032,-1.0809,0.15678,5.3558,-3.7718,-0.27644,0.56958,0.074116,-2.714,3.4741,-0.2022,1.0307,-2.9488,1.4403,-3.4185,7.2718,-7.0446,3.1467,-1.7202,3.0502,1.5074,-1.4657,-10.776,19.936,-18.182,10.979,-4.0214,-0.52197,1.7892,-1.331,0.28283,0.84169,-6.2836,11.327,-5.351,-0.73468,-0.87228,0.63582,3.447,-4.5119,2.1566,0.085672,1.0708,-6.2347,8.892,-3.2514,-2.9543,1.6827,1.7495,-5.1888,3.2917,3.4999,-2.0032,-1.6011,0.24152,-0.27099,-4.7795,7.7552,1.0769,-8.4027,9.4938,-3.9883,-0.074359,-0.16022,-4.1868,5.9633,-4.5045,2.1427,1.2378,1.4083,-8.233,10.116,-4.3835,1.1064,0.16199,-9.6203,14.451,-8.1892,1.4333,-2.44,9.7127,-6.9566,0.75587,-4.2329,6.1316,-2.9715,0.81626,0.76241,-2.1019,1.4772,0.603,-0.27123
6.7427,2.368,-2.0067,-9.2634,21.588,-15.343,2.2662,-1.4977,3.0164,-4.8441,8.8718,-6.2053,0.88342,-0.22637,1.822,-0.8818,0.53514,-1.8048,-0.81602,1.1029,-0.097392,1.9207,-2.8635,3.8031,-2.5631,-2.0827,4.6837,-2.3603,-0.2824,0.65193,-1.4613,-0.93861,3.9858,-0.61048,-1.5559,0.041912,-6.9758,14.697,-8.2532,-0.47637,2.4907,1.0316,-2.4111,-0.62729,2.7062,-9.5376,15.452,-11.567,8.1247,-9.7897,10.148,-6.2022,1.9888,-2.635,6.6254,-8.9444,5.0981,0.53385,-0.93351,-0.85579,0.79867,1.2431,-1.2171,-3.7547,6.5881,-3.3915,2.166,-3.6466,1.4645,-1.5994,2.8872,-3.7034,3.2205,-2.8007,6.2001,-3.5677,-3.1013,5.755,-5.1885,2.1412,4.2437,-5.7299,3.3099,-1.2396,-2.3415,-2.3362,10.163,-12.286,13.115,-7.8342,-4.3022,8.5371,-0.95005,-10.263,16.334,-9.9454,2.2799,0.027659,-1.5866,-0.5214,1.1762,-0.42122,-0.81127,-4.3797,15.78,-12.954,3.5295,-2.8196,3.9988,-1.3615,-1.6487,2.0045,-0.64517,0.9182,-7.4856,11.018,-7.5359,6.3513,-3.0612,-0.62259,0.51751,1.4925,-5.9596,7.3221,-7.1346,9.3843,-15.558,19.597,-11.346,4.1967,-6.7493,6.5403,-1.5981,-0.15999,-0.10194,-2.0303,2.547,2.0064,-13.123,19.962,-11.376,1.2002,1.4153,-4.3296,6.0089,-0.75799,-0.036937,-4.1583,2.24,8.6383
-16.308,-2.01,12.288,-13.632,10.103,-1.5008,-1.1895,-8.3211,13.228,-7.3426,1.2685,2.5805,-4.6127,2.7302,2.884,-4.0423,-1.1749,2.2319,-3.7088,4.0411,-3.4678,8.6362,-6.5428,-0.72895,0.54859,2.2666,-3.099,4.0392,-5.33,5.5809,-5.4434,4.3487,-6.5456,9.1795,-2.9383,-1.4882,-2.4969,4.1739,1.6534,-3.9714,0.78611,1.6729,-0.86581,-0.30969,-0.56542,-1.0286,1.3079,0.50693,-1.7877,0.16369,3.0049,-5.7933,6.5124,-2.7903,-0.83519,0.32905,1.361,-7.9509,14.267,-7.5661,2.1735,-5.7299,5.8842,0.54716,-2.9068,-0.049877,-0.18767,-0.83143,2.7694,-1.6661,2.7551,-3.0904,-0.3716,4.2168,-3.8295,-1.3189,2.4329,-1.0327,0.10198,3.0488,-1.6112,-1.5902,-0.25417,1.3889,0.15877,1.3181,-6.2411,6.6063,-5.616,7.8658,-7.2351,2.2348,0.93596,-3.1046,4.7386,-1.1316,0.29784,-0.91177,-0.85074,-2.0812,-1.4623,11.26,-9.103,-2.1662,8.0118,-5.365,4.6523,-7.058,5.7719,-3.0035,0.83594,0.019681,-0.97467,-2.385,9.8067,-7.0159,2.8491,-5.3763,5.108,-0.99778,-1.1589,1.0793,-0.96839,-0.19375,1.6234,-9.6599,17.894,-20.001,20.738,-13.531,1.6746,5.4703,-2.9456,-5.9157,9.7785,-8.5683,5.6366,0.3319,-4.7862,4.2388,-3.1811,0.76969,-1.7996,6.6928,-6.6596,6.7276,-5.2328,1.3037,0.732,0.16029
-0.25537,-0.743,-1.2306,-2.2665,5.9525,-4.3657,2.9422,-4.193,3.2518,-1.2244,1.6997,-4.1225,1.9683,4.6853,-8.0975,6.8185,-6.5347,7.3803,-4.9866,2.2519,-2.257,1.6521,0.11272,1.4431,-2.447,-5.8871,12.106,-5.7011,-5.2853,7.1444,0.85764,-3.375,-2.1656,8.4436,-11.857,13.027,-9.9094,2.7487,-1.8173,1.5686,3.739,-4.2425,-0.79682,5.0718,-3.8185,1.3161,0.035971,0.13599,-6.5979,11.154,-7.3087,3.1653,0.27549,-5.9533,12.108,-9.2734,1.6938,-0.87372,-4.6549,10.865,-10.342,10.632,-6.0631,-2.076,6.1111,-5.8143,6.46,-4.8459,0.11356,-2.5563,5.8158,-2.1248,-2.3324,1.5186,-0.83782,2.6907,-2.995,3.1934,-3.3286,-0.47501,0.96864,2.2225,0.40151,-3.6005,3.5185,-2.4574,1.295,-0.48467,-4.0783,5.992,-0.45576,-2.249,6.1158,-11.342,12.216,-15.174,17.873,-11.043,-1.698,4.6526,2.4674,-11.744,17.821,-11.547,2.4942,0.72393,-0.82394,-2.1142,2.8846,0.21171,-6.5214,7.208,-0.94475,-2.877,4.7069,-1.8685,-3.521,5.7766,-3.5232,-0.18557,0.76753,-3.1545,7.1886,-6.016,1.2393,0.75265,0.73605,-1.3209,-0.12064,-0.58459,3.995,-4.6554,-1.0155,6.0355,-5.6785,6.3166,-5.9559,1.2171,3.2536,-2.8736,-2.2531,2.6579,2.0314,-1.5496,-1.5449,0.81722,2.38,-1.5293,-0.529,0.47125
-0.28663,1.096,2.4786,-3.5045,2.4255,-1.6134,-4.3838,9.5965,-7.0503,1.9488,3.5513,-6.746,4.6887,0.045093,-3.2611,2.1573,0.65587,-3.2928,1.4512,-1.2642,5.3575,-4.9379,2.6761,-2.8626,-1.7797,8.0733,-3.9455,-2.5031,2.1561,0.18492,-0.16574,-1.5739,4.1395,-4.5802,3.3032,-5.4947,4.9474,-0.13511,-0.71702,-1.3408,1.9643,-0.46221,2.3086,-5.5741,3.848,-3.0618,4.5893,-1.2613,-0.648,-1.1267,-0.47332,2.99,-5.9605,8.3962,-6.5463,2.4589,2.2185,-1.5649,-1.2507,0.38186,0.23329,1.073,-7.1592,10.02,-4.2938,-2.2464,3.2833,-1.245,1.5287,-6.8677,10.786,-8.2925,5.602,-4.3953,3.3694,-4.1323,3.2837,0.039603,0.64392,-1.8053,-2.5727,5.2383,-4.7424,4.3293,-6.311,8.2245,-2.7012,0.18621,-5.2616,6.0824,-4.5358,7.0389,-6.9637,4.3518,-2.6856,-0.22729,3.5528,-2.8299,-0.69922,-0.80523,5.6661,-9.9734,10.839,-5.3819,-1.4318,4.6351,-2.1984,-1.7634,0.92994,2.0576,-1.9244,-3.876,6.4484,0.55837,-4.3019,-1.5668,4.3352,-3.3121,5.3792,-4.9568,3.9241,-2.7355,1.42,-1.8706,-1.7495,-0.6832,10.146,-7.3822,0.75849,-1.0157,2.4345,-1.6301,-1.0142,-0.62527,4.0072,-3.3797,-0.010401,0.013315,3.4611,-2.9139,-1.7236,6.4304,-10.306,8.898,0.96422,-7.6309,5.8172,-3.2661,1.955,7.1761
1.0474,2.733,4.4186,-5.6596,0.92169,3.5268,-4.3009,3.6449,-3.1988,2.9944,-2.7369,1.9531,-3.4315,5.7011,-3.6288,-1.32,2.5727,0.45506,-1.789,-0.50519,-1.0503,1.7902,0.6094,0.11018,-2.2141,3.0943,-2.0571,3.3581,-1.6674,-0.41441,-3.4669,2.4021,3.0806,-4.2663,1.5707,1.8237,-2.1094,-5.9141,10.46,-2.649,-2.1977,-0.52404,0.85591,4.8764,-5.3075,-0.2005,2.3115,-1.4914,-1.2479,2.9551,-3.6305,4.4331,-6.0497,8.1076,-3.4247,-2.1727,1.9096,-0.56974,0.95735,-2.6597,3.8913,-1.4154,-3.8636,4.1378,-5.2536,6.1966,0.46532,-3.4918,-0.81996,3.8137,-2.6747,3.1773,-3.7823,0.474,1.1483,1.4608,-3.3255,3.4172,-6.4672,10.356,-7.241,-0.44752,5.9231,-14.401,17.462,-7.2498,-2.0651,1.5001,0.57682,-0.54336,2.1666,-2.1771,2.4139,-4.1965,1.592,4.2484,-4.9897,3.0502,-2.8973,1.8188,0.20593,-1.1966,-0.68165,1.0492,3.181,-3.9931,2.2554,-3.1324,1.2803,1.1192,-1.179,1.2209,-1.3107,3.32,-1.3072,-9.7792,16.022,-11.144,4.4646,-0.21619,-0.62982,-5.2325,10.61,-5.305,0.14026,-0.35,-3.8822,7.107,-2.3097,-3.3702,5.6264,-3.0674,3.7271,-15.525,19.559,-7.4041,-5.9447,11.143,-5.7835,-0.57303,3.0176,-1.8914,-1.0919,0.541,0.10989,-1.5446,5.7443,-5.0648,-1.523,2.0188
0.96718,1.561,2.1548,-1.4263,1.1682,-4.9927,2.8306,2.2622,-3.5633,5.9911,-5.3051,-1.9007,6.212,-6.8192,6.0768,-5.554,3.5152,1.597,-1.4074,-0.28138,-0.61707,-2.0263,2.4464,0.54456,0.72731,-3.3338,1.2859,2.5642,-3.0165,0.069971,-2.8014,9.1734,-7.3964,-0.85789,7.138,-6.0879,-2.0702,3.9167,0.64121,-2.0356,4.2191,-2.127,-0.70932,0.32623,-1.1476,-0.51176,0.51266,2.5591,-1.6111,-0.56663,-1.0724,-0.35789,5.5159,-2.7938,-10.895,14.045,3.9519,-21.596,27.221,-17.434,5.0052,-2.0763,0.25787,1.8728,-5.0429,5.129,0.54687,-7.1365,9.1051,-2.902,-0.37728,-0.28093,-2.987,4.183,-2.6929,4.0806,-6.0813,5.6468,-4.5959,5.297,-2.8279,-2.3434,2.8653,-0.69992,-0.35965,-4.3235,1.8315,9.5433,-10.659,5.9903,-1.4824,-2.5987,2.2231,0.52229,-6.3163,10.367,-4.9047,1.0861,-4.7555,6.8061,-3.0769,-1.6266,3.8774,-6.065,8.1966,-5.6314,0.65493,-1.4283,4.5124,-2.4731,0.4301,-3.1593,4.533,-1.3887,-2.3744,5.9961,-10.564,12.194,-12.622,5.0597,8.8353,-9.6929,4.1841,-2.6817,1.3525,-0.87446,1.9413,-2.9788,2.96,-1.715,-0.053794,0.83822,0.54092,-2.3839,3.2587,-2.3168,0.78862,0.79433,-2.916,4.3115,-5.966,5.9624,-2.2238,-1.2913,-1.7368,7.1707,-13.212,15.707,-3.487,-22.681
-17.019,-3.061,10.897,-6.464,4.1833,-13.047,20.879,-21.239,19.93,-13.05,2.5572,3.1872,-5.7061,4.0913,2.487,-6.9113,4.0741,-1.867,5.7698,-5.3961,-0.57719,0.56491,4.3775,-3.2911,-3.6152,6.0101,-2.017,-2.22,0.43914,3.4695,-6.1091,7.2148,-4.8879,2.125,-3.2942,8.0579,-5.1114,-0.17648,-2.9727,6.8473,-7.1666,4.0289,0.40481,-3.1702,4.6559,-2.0196,0.17637,-2.4419,3.8913,-5.4672,7.9336,-6.593,2.6645,-5.421,4.2655,3.4549,-4.7173,1.2422,0.3426,4.0774,-9.5544,9.168,-3.6456,-0.94548,0.50355,2.0093,0.045288,-4.3204,3.6945,-0.80949,0.34148,0.55358,-2.9278,0.55559,1.9954,-0.053311,-1.6682,3.108,-1.656,-4.806,9.876,-12.786,15.084,-11.719,4.4442,-1.1377,3.4365,-8.6602,11.476,-7.5391,1.5802,3.0482,-2.7209,-0.26461,-1.0027,2.7153,-1.2906,0.11312,-6.4759,12.476,-10.105,7.473,-3.6465,0.057199,-1.2743,0.92982,0.17698,-0.86976,-0.52596,4.3416,-3.9405,2.9122,-2.2005,0.99389,-3.857,5.3262,-3.6356,3.5404,-4.886,3.3197,0.78118,-1.8184,3.1326,-5.4319,4.2612,-3.9267,6.6697,-3.8282,-5.8827,10.163,-6.0362,2.0535,0.948,-3.5235,-1.2958,8.1069,-5.2358,-8.1996,17.688,-10.347,4.0391,-7.573,7.0589,-4.8645,3.3332,1.0598,-0.3842,-3.3389,0.342,4.0229
